from,to,phase_from,phase_to
ValidationPanel.ReviewResult,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,OutcomeTracker.ExportData,Phase E,Phase E
OutcomeTracker.ExportData,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,WaveformViewer.FinalCapture,Phase E,Phase E
WaveformViewer.FinalCapture,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,WaveformViewer.FinalCapture,Phase E,Phase E
WaveformViewer.FinalCapture,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,OutcomeTracker.ExportData,Phase E,Phase E
OutcomeTracker.ExportData,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,OutcomeTracker.ExportData,Phase E,Phase E
OutcomeTracker.ExportData,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,OutcomeTracker.ExportData,Phase E,Phase E
OutcomeTracker.ExportData,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,PatientRecord.Save,Phase E,Phase F
PatientRecord.Save,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,SystemCheck.Shutdown,Phase F,Phase F
SystemCheck.Shutdown,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,PatientRecord.Close,Phase F,Phase F
PatientRecord.Close,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,PatientRecord.Close,Phase F,Phase F
PatientRecord.Close,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,PatientRecord.Close,Phase F,Phase F
PatientRecord.Close,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,SystemCheck.Shutdown,Phase F,Phase F
SystemCheck.Shutdown,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.Export,Phase F,Phase F
SystemCheck.RunDiagnostics,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,ProcedureSetup.ConfirmProtocol,Phase A,Phase A
ProcedureSetup.ConfirmProtocol,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,SystemCheck.Confirm,Phase A,Phase A
SystemCheck.Confirm,ProcedureSetup.SelectProtocol,Phase A,Phase A
ProcedureSetup.SelectProtocol,ProcedureSetup.ConfirmProtocol,Phase A,Phase A
ProcedureSetup.ConfirmProtocol,ProcedureSetup.ConfirmProtocol,Phase A,Phase A
ProcedureSetup.ConfirmProtocol,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,ProcedureSetup.ConfirmProtocol,Phase A,Phase A
ProcedureSetup.ConfirmProtocol,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,ProcedureSetup.SelectProtocol,Phase A,Phase A
ProcedureSetup.SelectProtocol,SystemCheck.Confirm,Phase A,Phase A
SystemCheck.Confirm,SystemCheck.Confirm,Phase A,Phase A
SystemCheck.Confirm,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,AnatomyMap.SelectRegion,Phase A,Phase B
AnatomyMap.SelectRegion,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,SegmentationTool.Erase,Phase B,Phase B
SegmentationTool.Erase,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,SegmentationTool.Erase,Phase B,Phase B
SegmentationTool.Erase,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,Navigation.ForwardStep,Phase B,Phase B
Navigation.ForwardStep,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,Navigation.ForwardStep,Phase B,Phase B
Navigation.ForwardStep,SegmentationTool.Erase,Phase B,Phase B
SegmentationTool.Erase,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,AnatomyMap.ClearMark,Phase B,Phase B
AnatomyMap.ClearMark,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,AnatomyMap.ClearMark,Phase B,Phase B
AnatomyMap.ClearMark,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.ToggleOverlay,Phase B,Phase B
ImagingPanel.ToggleOverlay,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,Navigation.ForwardStep,Phase B,Phase B
Navigation.ForwardStep,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,SegmentationTool.Erase,Phase B,Phase B
SegmentationTool.Erase,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,Navigation.ForwardStep,Phase B,Phase B
Navigation.ForwardStep,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,LesionMap.ReviewLesion,Phase B,Phase C
LesionMap.ReviewLesion,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,LesionMap.ReviewLesion,Phase C,Phase C
LesionMap.ReviewLesion,LesionMap.MarkLesion,Phase C,Phase C
LesionMap.MarkLesion,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,LesionMap.MarkLesion,Phase C,Phase C
LesionMap.MarkLesion,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,LesionMap.ReviewLesion,Phase C,Phase C
LesionMap.ReviewLesion,ContactSensor.CheckForce,Phase C,Phase C
ContactSensor.CheckForce,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,WaveformViewer.Pause,Phase C,Phase C
WaveformViewer.Pause,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,WaveformViewer.Resume,Phase C,Phase C
WaveformViewer.Resume,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.SetPower,Phase C,Phase C
EnergyControl.SetPower,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,WaveformViewer.Pause,Phase C,Phase C
WaveformViewer.Pause,ContactSensor.CheckForce,Phase C,Phase C
ContactSensor.CheckForce,EnergyControl.Abort,Phase C,Phase C
EnergyControl.Abort,ContactSensor.Confirm,Phase C,Phase C
ContactSensor.Confirm,EnergyControl.SetDuration,Phase C,Phase C
EnergyControl.SetDuration,EnergyControl.DeliverEnergy,Phase C,Phase C
EnergyControl.DeliverEnergy,ContactSensor.CheckForce,Phase C,Phase C
ContactSensor.CheckForce,WaveformViewer.Pause,Phase C,Phase C
WaveformViewer.Pause,EnergyControl.SetPower,Phase C,Phase D
EnergyControl.SetPower,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,WaveformViewer.SelectChannel,Phase D,Phase D
WaveformViewer.SelectChannel,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,WaveformViewer.SelectChannel,Phase D,Phase D
WaveformViewer.SelectChannel,ContactSensor.CheckForce,Phase D,Phase D
ContactSensor.CheckForce,LesionMap.ReviewLesion,Phase D,Phase D
LesionMap.ReviewLesion,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,LesionMap.MarkLesion,Phase D,Phase D
LesionMap.MarkLesion,WaveformViewer.Zoom,Phase D,Phase D
WaveformViewer.Zoom,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,WaveformViewer.SelectChannel,Phase D,Phase D
WaveformViewer.SelectChannel,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,EnergyControl.DeliverEnergy,Phase D,Phase D
EnergyControl.DeliverEnergy,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,LesionMap.DeleteLesion,Phase D,Phase D
LesionMap.DeleteLesion,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,OutcomeTracker.FlagAnomaly,Phase D,Phase D
OutcomeTracker.FlagAnomaly,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,OutcomeTracker.RecordResult,Phase D,Phase D
OutcomeTracker.RecordResult,EnergyControl.SetPower,Phase D,Phase D
EnergyControl.SetPower,EnergyControl.SetDuration,Phase D,Phase D
EnergyControl.SetDuration,WaveformViewer.SelectChannel,Phase D,Phase D
WaveformViewer.SelectChannel,LesionMap.FinalReview,Phase D,Phase E
LesionMap.FinalReview,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,OutcomeTracker.Summary,Phase E,Phase E
OutcomeTracker.Summary,OutcomeTracker.ExportData,Phase E,Phase E
OutcomeTracker.ExportData,ValidationPanel.ReviewResult,Phase E,Phase E
ValidationPanel.ReviewResult,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,LesionMap.FinalReview,Phase E,Phase E
LesionMap.FinalReview,ValidationPanel.RunCheck,Phase E,Phase E
ValidationPanel.RunCheck,WaveformViewer.FinalCapture,Phase E,Phase E
WaveformViewer.FinalCapture,LesionMap.ConfirmComplete,Phase E,Phase E
LesionMap.ConfirmComplete,ReportGenerator.FillFields,Phase E,Phase F
ReportGenerator.FillFields,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,SystemCheck.Shutdown,Phase F,Phase F
SystemCheck.Shutdown,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.Export,Phase F,Phase F
ReportGenerator.Export,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,PatientRecord.Save,Phase F,Phase F
PatientRecord.Save,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,SystemCheck.Shutdown,Phase F,Phase F
SystemCheck.Shutdown,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.Preview,Phase F,Phase F
ReportGenerator.Preview,ReportGenerator.OpenTemplate,Phase F,Phase F
ReportGenerator.OpenTemplate,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.FillFields,Phase F,Phase F
ReportGenerator.FillFields,ReportGenerator.OpenTemplate,Phase F,Phase F
SystemCheck.RunDiagnostics,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,CatheterConfig.Confirm,Phase A,Phase A
CatheterConfig.Confirm,CatheterConfig.Confirm,Phase A,Phase A
CatheterConfig.Confirm,ProcedureSetup.SelectProtocol,Phase A,Phase A
ProcedureSetup.SelectProtocol,ProcedureSetup.ConfirmProtocol,Phase A,Phase A
ProcedureSetup.ConfirmProtocol,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,CatheterConfig.Confirm,Phase A,Phase A
CatheterConfig.Confirm,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,ProcedureSetup.ConfirmProtocol,Phase A,Phase A
ProcedureSetup.ConfirmProtocol,SystemCheck.RunDiagnostics,Phase A,Phase A
SystemCheck.RunDiagnostics,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Load,Phase A,Phase A
PatientDemographics.Load,PatientDemographics.Confirm,Phase A,Phase A
PatientDemographics.Confirm,ImagingPanel.Rotate,Phase A,Phase B
ImagingPanel.Rotate,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,SegmentationTool.Draw,Phase B,Phase B
SegmentationTool.Draw,AnatomyMap.ClearMark,Phase B,Phase B
AnatomyMap.ClearMark,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Pan,Phase B,Phase B
ImagingPanel.Pan,ImagingPanel.Zoom,Phase B,Phase B
ImagingPanel.Zoom,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,SegmentationTool.Erase,Phase B,Phase B
SegmentationTool.Erase,ImagingPanel.Rotate,Phase B,Phase B
ImagingPanel.Rotate,AnatomyMap.MarkPoint,Phase B,Phase B
AnatomyMap.MarkPoint,AnatomyMap.SelectRegion,Phase B,Phase B
AnatomyMap.SelectRegion,ImagingPanel.Contrast,Phase B,Phase B
ImagingPanel.Contrast,AnatomyMap.MarkPoint,Phase B,Phase B
